title,company,location,date,url,source,job_id,description,requirements
Unity Developer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/unity-developer/,gotfriends,93811,לחברה המפתחת פלטפורמה בעולמות הגיימינג הוירטואלי דרוש/ה מפתח/ת Unity. מדובר בסטארטאפ רווחי מהיום הראשון שמפתח פלטפורמה בסקייל גבוה עבור עולם הגיימינג. הזדמנות מעולה להשתלב בסטארטאפ בחזית הטכנולוגיה שמכיר ויודע Work life balance ומתגמל בתנאים מעולים + אופציות!,-3 שנות ניסיון בפיתוח ב #C -ניסיון עשיר ב-Unity -פיתוח לפלטפורמות Mobile - Android/ IOS יתרון
מפתח/ת .Net לחברה בתחום האנליטיקס,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/מפתחת-net-לחברה-בתחום-האנליטיקס/,gotfriends,98488,לחברת סטארטאפ בשלה וסופר מצליחה המפתחת מערכת אנליטיקות מתקדמת עבור חברות גלובליות מרחבי העולם דרוש/ה .Net הפלטפורמה של החברה מייצרת עבור לקוחותיה תובנות עסקיות כמו גם למידה עמוקה של תהליכי העבודה של החברה. מדובר באחת מחברות ההייטק המצליחות והמבוססות בתעשיה. הזדמנות מעולה עבור מפתחי/ות .net להצטרף לחברה מעולה!,-5 שנות ניסיון בפיתוח .Net -השכלה רלוונטית - יתרון
תוכניתן/ית C# לחברת SU מצליחה!,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/תוכניתןית-c-לחברת-su-מצליחה/,gotfriends,85069,לסטארט-אפ שנמצא בצמיחה מדהימה וכל אחד שמצטרף הוא מאד משמעותי דרוש/ה תוכניתן .net החברה פיתחה פלטפורמה אוטומטית מבוססת ענן לניהול ספקים ותשלומים גלובאליים תוך התחשבות ברגולציה וכללי התשלום בכל מדינה. השלימו לאחרונה סבב גיוס ראשון של 14 מיליון דולר. אופציות הקידום מאד רלוונטיות,"3+ שנות ניסיון בפיתוח C#, MVC 2+ שנות ניסיון ב JavaScript/HTML5 Angular – יתרון משמעותי תואר / יוצאי צבא"
מפתח/ת .Net בעולם הסייבר,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/מפתחת-net-בעולם-הסייבר/,gotfriends,98492,סטארטאפ בעולם הסייבר המפתח פלטפורמת הגנה עבור עולם התקשורת מגייס לשורותיו מפתח/י .net. הזדמנות לעבוד על מיזם חדש של אחד היזמים הבולטים בתעשית הסייבר. החברה מורכבת מטכנולוגים בולטים יוצאי חברות סייבר מובילות. הזדמנות עבור מפתחי/ות backend מנוסים/ות שרוצים לעבוד על פלטפורמה מורכבת בסטארטאפ מבטיח,-5 שנות ניסיון בפיתוח .net על windows
.Net Developer למעבדת innovation,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/net-developer-למעבדת-innovation/,gotfriends,97819,"למעבדת innovation המפתחת פלטפורמה בעולם ה-fintech דרוש/ה מפתח/ת .net להצטרף לצוות הפיתוח. הזדמנות מעולה להשתלב בצוות שעובד בחזית הטכנולוגיה. העבודה כוללת פיתוח מורכב מאפס, עבודה על מוצרים חדשים ופלטפורמות חדשות של החברה שעתידות להיות מוטממעות בארגונים פיננסים מובילים באירופה.",-תואר ראשון במדעי המחשב -5 שנות ניסיון בפיתוח לפחות 3 מהם בפיתוח .net לצד הסרבר -הכרות עם כלי devops יתרון -הכרות עם פיתוח בצד ה-client יתרון
מפתחים/ות ורסטילים/יות לסטארטאפ לפני שלב האקזיט,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/מפתחיםות-ורסטיליםיות-לסטארטאפ-לפני-שלב-האקזיט/,gotfriends,95673,סטארטאפ מצליח הפועל בעולמות של Big Data מזמין מפתחים/מפתחות מנוסים/מנוסות שמעוניינים/ות ויודעים/ות לפתח בסביבה ורסטילית ורוצים להיות חלק מסטארטאפ שעתיד לעשות אקזיט בשנה הקרובה. הסטארטאפ נחשב לאחד המבטיחים אודות לצמיחה המאוד מהירה והבלתי צפויה הן ברמת גיוסי ההון והן מבחינת חדשנות הפתרון שהוא מציע עבור ארגונים בעולמות ה- big data. מפתחים/מפתחות בעלי רקורד של הצטיינות ושליטה בכמה שפות פיתוח המעוניינים/ות להצטרף מוזמנים/ות להגיש קורות חיים!,-תואר ראשון במדעי המחשב הכרחי או לחלופין שירות קבע בממרם או כל יחידה טכנולוגיות אחרת -5 שנות ניסיון בפיתוח -הכרות עם פיתוח למובייל - יתרון
Tech Lead לקבוצת חדשנות בחברת אבטחת מידע,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/tech-lead-לקבוצת-חדשנות-בחברת-אבטחת-מידע-1/,gotfriends,94082,לקבוצת חדשנות במחלקת R&D בחברת אבטחת מידע מובילה דרוש/ה Tech Lead עבור צוות ורסטילי שמפתח במגוון שפות ובטכנולוגיות מתקדמות. הזדמנות להוביל טכנולוגית ולהשפיע על מוצרי אבטחת מידע של חברה מובילה. מזמינים מפתחים ומפתחות מנוסים שרוצים לעשות את קפיצת המדרגה הבאה בקריירה שלהם.,-ניסיון ויכולת פיתוח ארכטיקטורת קוד נקיה ומתוחכמת -תואר ראשון במדעי המחשב- הכרחי -ניסיון בפיתוח בסביבה ורסטילית (Python / Java / NodeJS) -הכרות עם פיתוח Frontend - יתרון -חשיבה מחוץ לקופסא / יכולת למידה מהירה
מוביל צוות NET.,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/מוביל-צוות-net/,gotfriends,91923,למעבדת innovation הפועלת בעולמות הפינטק דרוש/ה מוביל/ת צוות .net הזדמנות מעולה לקפיצת מדרגה מקצועית בדמות הובלה צוות והתחדשות טכנולוגית. תחום ה-Fintech הוא אחד מהתחומים החמים היום בעולם הטכנולוגי במעבדת ה-innovation של החברה.,תואר ראשון במדעי המחשב ניסיון בפיתוח .net מעל windows - 8 שנים לפחות ניסיון בניהול צוות של שנה ומעלה יתרון משמעותי.
תוכניתן/ית Qlikview ו- NET.,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/תוכניתןית-qlikview-ו-net/,gotfriends,88462,"לחברת הייטק מובילה באזור המרכז דרוש/ה תוכניתן/ית Qlikview ו- NET. התפקיד כולל 50% פיתוח QlikView, עבודה מול לקוחות ובניית מודלים ו-50% פיתוח NET. הזדמנות להצטרף לצוות איכותי ומוביל בתנאים מצוינים!",ניסיון של שנתיים לפחות בפיתוח QlikView ניסיון קודם/הכרות בפיתוח NET. ניסיון בעבודה עם לקוחות ובניית מודלים תואר ראשון בהנדסת תוכנה- יתרון
דרוש/ה מפתח/ת NET. לחברת הייטק,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/דרושה-מפתחת-net-לחברת-הייטק/,gotfriends,88243,"לחברת הייטק מובילה בתחום ה Big Data דרוש/ה מפתח/ת NET.. עבודה על מוצר מרתק בתחום האנליזה של המידע, עם מיטב המוחות ולקוחות בינלאומיים משמעותיים. סביבה טכנולוגית מאתגרת המשלבת עבודה לצד הClient ולצד הServer. הזדמנות מדהימה להשתלב בחברה בעלת ערך מוסף משמעותי",- לפחות חמש שנות ניסיון בפיתוח NET. - ניסיון בפיתוח WINFORMS וWPF - ניסיון בפיתוח WCF - ניסיון בפיתוח C++- יתרון - תואר ראשון טכנולוגי- חובה
תוכניתן/ית #C ליחידת הסייבר,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/תוכניתןית-c-ליחידת-הסייבר/,gotfriends,85884,"ליחידת הסייבר של חברת הייטק גלובלית מובילה דרוש/ה תוכניתן/ית NET. התפקיד כולל פיתוח מערכות תקשורת וסייבר כחלק מצוות בארגון. הזדמנות להצטרף לצוות פורץ דרך טכנולוגית, מורכב מיוצאי יחידות טכנולוגיות, אנשי פיתוח חזקים משכמם ומעלה.",3-5 שנות ניסיון בפיתוח #C ניסיון בפיתוח מערכות מורכבות בסביבת Desktop ניסיון בעבודה בסביבת Linux הכרות עם מערכות Networking תואר ראשון במדעי המחשב יוצאי יחידות צבאיות/טכנולוגיות- יתרון משמעותי !
C# Engineer,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/c-engineer/,gotfriends,85872,"לחברת סטארטאפ המפתחת מערכת המונעת אובדן כושר ראיה דרוש/ה מפתח/ת #C. אנחנו צוות מובחר של מפתחים ואנשי מוצר שמבקשים לרתום חדשנות טכנולוגית כדי ליצור פיתוח משמעותי בתחום רפואת העיניים. המוצר שלנו מגובה בתמיכה מהקרנות המובילות וזכה לסיקור בתקשורת העולמית. אם אתם מעוניינים לפתח מוצר בחזית הטכנולוגיה בעל ערך מוסף שלחו לנו קורות חיים. אתגר, עניין ותנאים טובים למתאימים ולמתאימות.",-תואר במדעי המחשב -ניסיון של ארבע שנים בפיתוח -עדיפות ל #C -ניסיון בעבודה מעל לינוקס
לחברה מצליחה בתחום הפינטק דרושים ודרושות .net,אנונימי / סודי,Israel,2026-05-06,https://www.gotfriends.co.il/jobslobby/software/net-developer/לחברה-מצליחה-בתחום-הפינטק-דרושים-ודרושות-net/,gotfriends,85853,לחברה מצליחה בתחום הפינטק המבוססת בלונדון דרושים מפתחי ומפתחות .net החברה הינה במוקד העניין של בנקים בתי השקעות ובלוגרים בתחום ההשקעות המקוונות הודות לאלגוריתם חדש שפתחה שמשנה את האופן שבו משקיעים מנהלים את המסחר שלהם. הזדמנות מעולה להצטרף לחברה אירופאית ברמה גבוהה שעובדים עם אלגוריתמים מתקדמים על מוצר משפיע בתעשיית הפינטק,-5 שנות ניסיון בפיתוח לצד ה- server ב- .net - הכרות עם שפות עילאיות נוספות - יתרון -הכרות עם sql/ nosql database
